user_id,city,visit_date,restaurant_viewed,added_to_cart,order_placed,payment_done,is_cancelled,order_delivered
U11211,Pune,11/25/2023,Yes,1,1,1,0,1
U11212,Hyderabad,5/13/2023,Yes,0,0,0,0,0
U11213,Jaipur,8/12/2023,,0,0,0,0,0
U11214,Hyderabad,5/24/2023,Yes,1,1,1,0,1
U11215,Bangalore,4/29/2023,Yes,1,1,1,0,0
U11216,Mumbai,3/9/2023,Yes,1,0,0,0,0
U11217,Jaipur,12/15/2023,Yes,1,0,0,0,0
U11218,Kolkata,8/29/2023,Yes,1,1,1,0,1
U11219,Chennai,4/11/2023,Yes,1,1,1,0,1
U11220,Jaipur,7/21/2023,Yes,1,1,1,0,1
U11221,Jaipur,5/20/2023,Yes,1,0,0,0,0
U11222,Hyderabad,9/18/2023,Yes,1,1,1,0,1
U11223,Pune,9/20/2023,Yes,1,1,1,0,1
U11224,Hyderabad,11/13/2023,Yes,0,0,0,0,0
U11225,Delhi,2/19/2023,Yes,1,0,0,0,0
U11226,Bangalore,5/8/2023,Yes,1,1,1,0,1
U11227,Jaipur,9/1/2023,Yes,0,0,0,0,0
U11228,Delhi,9/4/2023,Yes,1,1,1,0,1
U11229,Pune,3/22/2023,Yes,1,1,1,0,1
U11230,Hyderabad,9/8/2023,,0,0,0,0,0
U11231,Mumbai,4/19/2023,Yes,1,1,1,0,1
U11232,Hyderabad,4/5/2023,Yes,1,1,0,0,1
U11233,Delhi,1/1/2023,Yes,1,1,1,0,1
U11234,Pune,7/31/2023,Yes,1,1,1,0,1
U11235,Bangalore,12/7/2023,Yes,1,1,1,0,1
U11236,Chennai,12/4/2023,,0,0,0,0,0
U11237,Mumbai,9/30/2023,,0,0,0,0,0
U11238,Pune,4/23/2023,Yes,1,1,1,0,1
U11239,Hyderabad,2/3/2023,Yes,1,0,0,0,0
U11240,Bangalore,5/12/2023,Yes,1,1,1,0,1
U11241,Mumbai,5/19/2023,,0,0,0,0,0
U11242,Kolkata,1/7/2023,Yes,0,0,0,0,0
U11243,Mumbai,9/5/2023,Yes,1,1,1,0,1
U11244,Pune,10/11/2023,Yes,1,1,1,1,0
U11245,Chennai,8/18/2023,Yes,0,0,0,0,0
U11246,Kolkata,2/17/2023,Yes,0,0,0,0,0
U11247,Jaipur,2/9/2023,,0,0,0,0,0
U11248,Hyderabad,11/14/2023,,0,0,0,0,0
U11249,Mumbai,2/6/2023,Yes,0,0,0,0,0
U11250,Kolkata,2/25/2023,,0,0,0,0,0
U11251,Pune,5/10/2023,Yes,1,1,1,0,1
U11252,Chennai,8/10/2023,Yes,1,0,0,0,0
U11253,Kolkata,2/18/2023,Yes,1,0,0,0,0
U11254,Hyderabad,12/7/2023,,0,0,0,0,0
U11255,Chennai,12/14/2023,,0,0,0,0,0
U11256,Bangalore,11/22/2023,,0,0,0,0,0
U11257,Delhi,7/29/2023,Yes,1,1,1,0,1
U11258,Delhi,11/24/2023,Yes,0,0,0,0,0
U11259,Delhi,5/22/2023,Yes,1,0,0,0,0
U11260,Delhi,6/16/2023,Yes,1,1,1,0,1
U11261,Mumbai,9/12/2023,Yes,1,1,1,0,0
U11262,Hyderabad,12/28/2023,Yes,1,1,1,0,1
U11263,Mumbai,8/22/2023,Yes,0,0,0,0,0
U11264,Chennai,11/14/2023,Yes,1,1,1,0,1
U11265,Delhi,9/29/2023,Yes,1,1,1,1,0
U11266,Chennai,4/1/2023,,0,0,0,0,0
U11267,Mumbai,4/23/2023,Yes,1,1,1,0,1
U11268,Kolkata,5/26/2023,,0,0,0,0,0
U11269,Delhi,4/17/2023,Yes,0,0,0,0,0
U11270,Hyderabad,1/8/2023,Yes,1,1,1,0,1
U11271,Mumbai,5/25/2023,Yes,1,1,1,0,1
U11272,Mumbai,7/7/2023,Yes,0,0,0,0,0
U11273,Jaipur,5/12/2023,Yes,0,0,0,0,0
U11274,Bangalore,9/28/2023,,0,0,0,0,0
U11275,Jaipur,11/29/2023,Yes,1,1,1,0,1
U11276,Bangalore,1/29/2023,Yes,0,0,0,0,0
U11277,Pune,4/11/2023,Yes,1,1,1,0,1
U11278,Pune,3/29/2023,Yes,0,0,0,0,0
U11279,Chennai,10/12/2023,Yes,1,0,0,0,0
U11280,Hyderabad,1/28/2023,Yes,0,0,0,0,0
U11281,Hyderabad,10/21/2023,,0,0,0,0,0
U11282,Pune,9/11/2023,Yes,1,1,1,0,1
U11283,Hyderabad,10/25/2023,,0,0,0,0,0
U11284,Chennai,3/4/2023,,0,0,0,0,0
U11285,Pune,11/5/2023,Yes,1,1,1,0,1
U11286,Jaipur,4/17/2023,Yes,1,1,1,0,1
U11287,Kolkata,7/2/2023,Yes,1,1,1,0,1
U11288,Delhi,8/17/2023,,0,0,0,0,0
U11289,Jaipur,3/28/2023,Yes,1,1,1,0,1
U11290,Delhi,6/2/2023,Yes,1,1,1,0,1
U11291,Kolkata,4/18/2023,Yes,0,0,0,0,0
U11292,Pune,11/21/2023,,0,0,0,0,0
U11293,Chennai,5/24/2023,,0,0,0,0,0
U11294,Delhi,10/7/2023,Yes,1,0,0,0,0
U11295,Delhi,8/16/2023,,0,0,0,0,0
U11296,Delhi,1/3/2023,Yes,1,1,1,0,1
U11297,Delhi,4/14/2023,Yes,1,1,1,0,1
U11298,Kolkata,9/24/2023,Yes,1,0,0,0,0
U11299,Delhi,8/4/2023,,0,0,0,0,0
U11300,Delhi,2/22/2023,Yes,1,1,0,0,1
U11301,Hyderabad,3/24/2023,,0,0,0,0,0
U11302,Delhi,11/10/2023,Yes,0,0,0,0,0
U11303,Jaipur,10/23/2023,Yes,1,1,1,0,1
U11304,Hyderabad,10/22/2023,Yes,1,1,1,0,0
U11305,Pune,6/9/2023,Yes,1,1,0,0,1
U11306,Bangalore,1/28/2023,Yes,1,1,1,0,1
U11307,Chennai,4/12/2023,Yes,1,0,0,0,0
U11308,Hyderabad,10/25/2023,Yes,1,1,1,0,1
U11309,Mumbai,9/1/2023,Yes,0,0,0,0,0
U11310,Hyderabad,7/31/2023,Yes,1,1,1,0,1
U11311,Bangalore,9/17/2023,Yes,1,0,0,0,0
U11312,Hyderabad,7/6/2023,Yes,1,1,1,1,0
U11313,Mumbai,12/27/2023,Yes,1,1,1,0,1
U11314,Jaipur,6/8/2023,Yes,0,0,0,0,0
U11315,Delhi,1/20/2023,,0,0,0,0,0
U11316,Hyderabad,5/27/2023,,0,0,0,0,0
U11317,Mumbai,11/12/2023,,0,0,0,0,0
U11318,Bangalore,7/29/2023,Yes,0,0,0,0,0
U11319,Jaipur,10/6/2023,,0,0,0,0,0
U11320,Kolkata,5/27/2023,,0,0,0,0,0
U11321,Pune,9/4/2023,,0,0,0,0,0
U11322,Delhi,7/23/2023,,0,0,0,0,0
U11323,Bangalore,9/30/2023,Yes,1,1,1,0,1
U11324,Kolkata,7/21/2023,Yes,1,0,0,0,0
U11325,Pune,3/10/2023,Yes,1,0,0,0,0
U11326,Pune,2/8/2023,Yes,1,0,0,0,0
U11327,Mumbai,11/12/2023,,0,0,0,0,0
U11328,Kolkata,3/4/2023,Yes,1,1,1,0,1
U11329,Bangalore,10/19/2023,Yes,1,0,0,0,0
U11330,Hyderabad,1/19/2023,,0,0,0,0,0
U11331,Bangalore,10/7/2023,,0,0,0,0,0
U11332,Pune,1/11/2023,Yes,1,1,1,0,1
U11333,Delhi,5/13/2023,,0,0,0,0,0
U11334,Delhi,12/27/2023,Yes,1,1,0,0,1
U11335,Delhi,10/4/2023,,0,0,0,0,0
U11336,Bangalore,6/5/2023,Yes,0,0,0,0,0
U11337,Mumbai,8/21/2023,,0,0,0,0,0
U11338,Pune,11/5/2023,Yes,1,1,1,0,1
U11339,Jaipur,9/27/2023,,0,0,0,0,0
U11340,Jaipur,2/9/2023,,0,0,0,0,0
U11341,Delhi,6/26/2023,Yes,1,1,1,0,1
U11342,Jaipur,3/31/2023,Yes,1,1,1,0,1
U11343,Pune,7/27/2023,Yes,1,1,1,0,1
U11344,Mumbai,6/3/2023,Yes,0,0,0,0,0
U11345,Pune,8/7/2023,Yes,0,0,0,0,0
U11346,Hyderabad,11/30/2023,Yes,1,0,0,0,0
U11347,Delhi,11/4/2023,,0,0,0,0,0
U11348,Mumbai,8/21/2023,,0,0,0,0,0
U11349,Chennai,3/10/2023,Yes,1,1,1,0,1
U11350,Chennai,10/30/2023,Yes,1,0,0,0,0
U11351,Hyderabad,5/24/2023,Yes,1,1,1,0,1
U11352,Jaipur,8/28/2023,Yes,0,0,0,0,0
U11353,Delhi,3/1/2023,Yes,0,0,0,0,0
U11354,Hyderabad,8/15/2023,,0,0,0,0,0
U11355,Bangalore,9/6/2023,Yes,1,0,0,0,0
U11356,Chennai,11/26/2023,Yes,1,1,1,0,1
U11357,Bangalore,5/23/2023,Yes,1,1,1,0,1
U11358,Kolkata,3/30/2023,,0,0,0,0,0
U11359,Bangalore,9/24/2023,Yes,1,1,1,0,1
U11360,Bangalore,6/6/2023,Yes,0,0,0,0,0
U11361,Delhi,5/18/2023,Yes,1,1,1,0,1
U11362,Hyderabad,5/27/2023,Yes,0,0,0,0,0
U11363,Jaipur,1/23/2023,,0,0,0,0,0
U11364,Jaipur,4/30/2023,Yes,1,1,1,0,1
U11365,Delhi,6/29/2023,,0,0,0,0,0
U11366,Bangalore,10/6/2023,Yes,1,1,1,1,0
U11367,Hyderabad,11/30/2023,Yes,1,1,1,0,1
U11368,Bangalore,4/20/2023,,0,0,0,0,0
U11369,Chennai,12/11/2023,Yes,1,1,1,0,1
U11370,Jaipur,7/9/2023,,0,0,0,0,0
U11371,Bangalore,5/7/2023,Yes,1,1,1,0,1
U11372,Delhi,11/22/2023,Yes,1,1,1,0,1
U11373,Mumbai,12/7/2023,,0,0,0,0,0
U11374,Pune,10/10/2023,Yes,1,1,1,0,1
U11375,Delhi,5/6/2023,Yes,1,0,0,0,0
U11376,Bangalore,9/4/2023,Yes,1,1,1,0,1
U11377,Bangalore,12/20/2023,Yes,1,1,1,0,1
U11378,Hyderabad,3/24/2023,Yes,1,1,1,0,1
U11379,Bangalore,8/30/2023,Yes,0,0,0,0,0
U11380,Mumbai,5/21/2023,Yes,1,1,1,0,1
U11381,Chennai,4/29/2023,Yes,1,1,1,0,1
U11382,Hyderabad,4/9/2023,Yes,1,1,1,0,1
U11383,Bangalore,12/30/2023,Yes,0,0,0,0,0
U11384,Chennai,7/12/2023,,0,0,0,0,0
U11385,Jaipur,4/30/2023,,0,0,0,0,0
U11386,Mumbai,9/26/2023,Yes,1,0,0,0,0
U11387,Bangalore,12/28/2023,,0,0,0,0,0
U11388,Mumbai,6/17/2023,Yes,1,0,0,0,0
U11389,Mumbai,4/8/2023,Yes,1,0,0,0,0
U11390,Mumbai,3/28/2023,Yes,1,1,1,0,1
U11391,Hyderabad,6/3/2023,,0,0,0,0,0
U11392,Mumbai,4/4/2023,Yes,0,0,0,0,0
U11393,Bangalore,10/15/2023,,0,0,0,0,0
U11394,Mumbai,5/20/2023,Yes,1,0,0,0,0
U11395,Delhi,7/29/2023,Yes,1,1,1,1,0
U11396,Kolkata,6/28/2023,Yes,1,0,0,0,0
U11397,Kolkata,12/28/2023,Yes,0,0,0,0,0
U11398,Pune,12/16/2023,,0,0,0,0,0
U11399,Jaipur,2/12/2023,Yes,0,0,0,0,0
U11400,Mumbai,1/6/2023,,0,0,0,0,0
U11401,Bangalore,2/18/2023,Yes,0,0,0,0,0
U11402,Jaipur,5/3/2023,Yes,1,1,1,0,1
U11403,Mumbai,8/18/2023,Yes,1,1,1,0,1
U11404,Mumbai,11/28/2023,Yes,1,1,1,0,1
U11405,Delhi,8/21/2023,Yes,1,1,1,0,1
U11406,Pune,2/6/2023,Yes,1,1,1,0,1
U11407,Hyderabad,6/14/2023,Yes,1,1,1,0,1
U11408,Chennai,1/27/2023,Yes,1,1,1,0,1
U11409,Kolkata,10/22/2023,,0,0,0,0,0
U11410,Bangalore,12/13/2023,,0,0,0,0,0
U11411,Chennai,1/13/2023,Yes,0,0,0,0,0
U11412,Delhi,4/9/2023,Yes,1,1,1,1,0
U11413,Kolkata,6/14/2023,Yes,1,1,1,0,0
U11414,Jaipur,7/8/2023,Yes,1,1,1,0,1
U11415,Pune,3/17/2023,Yes,1,1,1,0,1
U11416,Hyderabad,10/6/2023,,0,0,0,0,0
U11417,Hyderabad,5/5/2023,Yes,1,1,1,1,0
U11418,Mumbai,11/12/2023,Yes,1,1,1,0,1
U11419,Chennai,9/4/2023,Yes,0,0,0,0,0
U11420,Mumbai,6/7/2023,,0,0,0,0,0
U11421,Jaipur,3/19/2023,,0,0,0,0,0
U11422,Pune,9/5/2023,,0,0,0,0,0
U11423,Chennai,3/22/2023,Yes,1,1,1,1,0
U11424,Kolkata,11/25/2023,Yes,1,1,1,0,1
U11425,Pune,9/9/2023,,0,0,0,0,0
U11426,Delhi,8/9/2023,,0,0,0,0,0
U11427,Bangalore,12/14/2023,Yes,1,1,1,0,1
U11428,Kolkata,5/12/2023,Yes,1,1,1,0,1
U11429,Hyderabad,6/15/2023,Yes,1,1,1,0,1
U11430,Bangalore,8/14/2023,Yes,1,1,1,0,1
U11431,Hyderabad,6/16/2023,,0,0,0,0,0
U11432,Kolkata,1/9/2023,Yes,0,0,0,0,0
U11433,Bangalore,6/27/2023,Yes,1,1,1,1,0
U11434,Chennai,12/19/2023,Yes,1,1,1,0,1
U11435,Bangalore,3/15/2023,Yes,0,0,0,0,0
U11436,Kolkata,2/14/2023,,0,0,0,0,0
U11437,Pune,2/27/2023,Yes,0,0,0,0,0
U11438,Pune,9/12/2023,,0,0,0,0,0
U11439,Mumbai,12/1/2023,Yes,1,1,1,0,1
U11440,Hyderabad,5/3/2023,Yes,0,0,0,0,0
U11441,Kolkata,6/24/2023,Yes,0,0,0,0,0
U11442,Pune,10/4/2023,,0,0,0,0,0
U11443,Pune,10/20/2023,Yes,1,1,1,0,0
U11444,Pune,3/9/2023,Yes,1,0,0,0,0
U11445,Chennai,3/22/2023,,0,0,0,0,0
U11446,Mumbai,6/16/2023,Yes,1,1,0,0,1
U11447,Delhi,4/25/2023,Yes,1,1,1,0,1
U11448,Hyderabad,3/16/2023,Yes,1,1,1,0,1
U11449,Kolkata,11/12/2023,Yes,0,0,0,0,0
U11450,Jaipur,3/28/2023,Yes,1,1,1,0,1
U11451,Bangalore,5/10/2023,,0,0,0,0,0
U11452,Mumbai,11/16/2023,Yes,1,0,0,0,0
U11453,Jaipur,4/3/2023,Yes,1,1,1,0,1
U11454,Jaipur,10/6/2023,Yes,1,1,1,0,1
U11455,Chennai,5/6/2023,Yes,1,1,1,0,1
U11456,Mumbai,6/11/2023,Yes,1,1,1,0,1
U11457,Pune,1/20/2023,Yes,1,1,1,0,1
U11458,Kolkata,5/27/2023,Yes,0,0,0,0,0
U11459,Delhi,5/30/2023,Yes,0,0,0,0,0
U11460,Hyderabad,8/23/2023,Yes,0,0,0,0,0
U11461,Mumbai,3/31/2023,Yes,1,0,0,0,0
U11462,Chennai,4/7/2023,Yes,0,0,0,0,0
U11463,Chennai,11/5/2023,Yes,1,1,1,0,1
U11464,Kolkata,11/17/2023,Yes,1,1,1,1,0
U11465,Chennai,8/20/2023,,0,0,0,0,0
U11466,Bangalore,6/4/2023,Yes,0,0,0,0,0
U11467,Kolkata,8/3/2023,Yes,1,0,0,0,0
U11468,Kolkata,11/27/2023,Yes,1,0,0,0,0
U11469,Hyderabad,5/25/2023,,0,0,0,0,0
U11470,Kolkata,3/5/2023,,0,0,0,0,0
U11471,Bangalore,5/9/2023,Yes,0,0,0,0,0
U11472,Jaipur,7/30/2023,,0,0,0,0,0
U11473,Bangalore,2/26/2023,Yes,0,0,0,0,0
U11474,Bangalore,4/15/2023,Yes,1,1,1,0,1
U11475,Mumbai,1/5/2023,Yes,1,1,1,0,0
U11476,Hyderabad,7/14/2023,,0,0,0,0,0
U11477,Kolkata,12/19/2023,Yes,1,0,0,0,0
U11478,Kolkata,12/15/2023,,0,0,0,0,0
U11479,Kolkata,5/1/2023,Yes,0,0,0,0,0
U11480,Chennai,11/6/2023,Yes,1,1,1,0,1
U11481,Chennai,2/26/2023,Yes,0,0,0,0,0
U11482,Chennai,6/18/2023,Yes,1,1,1,0,1
U11483,Pune,12/8/2023,Yes,0,0,0,0,0
U11484,Kolkata,11/28/2023,Yes,1,1,1,0,1
U11485,Hyderabad,12/23/2023,Yes,1,1,1,0,1
U11486,Jaipur,7/29/2023,Yes,1,1,1,0,1
U11487,Kolkata,1/20/2023,Yes,1,1,1,0,0
U11488,Bangalore,12/1/2023,Yes,1,1,0,1,0
U11489,Mumbai,2/23/2023,,0,0,0,0,0
U11490,Jaipur,3/21/2023,,0,0,0,0,0
U11491,Delhi,6/13/2023,Yes,0,0,0,0,0
U11492,Hyderabad,12/1/2023,Yes,0,0,0,0,0
U11493,Chennai,3/29/2023,Yes,1,1,0,0,1
U11494,Bangalore,1/4/2023,Yes,0,0,0,0,0
U11495,Pune,3/13/2023,Yes,0,0,0,0,0
U11496,Delhi,7/2/2023,Yes,1,0,0,0,0
U11497,Bangalore,7/31/2023,Yes,1,0,0,0,0
U11498,Kolkata,6/27/2023,Yes,1,0,0,0,0
U11499,Delhi,7/13/2023,,0,0,0,0,0
U11500,Pune,2/24/2023,,0,0,0,0,0
U11501,Mumbai,1/25/2023,Yes,0,0,0,0,0
U11502,Pune,4/16/2023,Yes,0,0,0,0,0
U11503,Kolkata,8/29/2023,Yes,1,1,1,0,0
U11504,Delhi,1/30/2023,Yes,1,1,1,0,1
U11505,Hyderabad,3/27/2023,Yes,0,0,0,0,0
U11506,Hyderabad,9/21/2023,Yes,0,0,0,0,0
U11507,Chennai,12/17/2023,Yes,1,1,1,0,1
U11508,Bangalore,5/16/2023,Yes,1,1,1,0,1
U11509,Mumbai,4/7/2023,,0,0,0,0,0
U11510,Jaipur,9/16/2023,Yes,0,0,0,0,0
U11511,Mumbai,4/4/2023,,0,0,0,0,0
U11512,Kolkata,1/1/2023,Yes,0,0,0,0,0
U11513,Hyderabad,2/13/2023,,0,0,0,0,0
U11514,Jaipur,10/1/2023,Yes,0,0,0,0,0
U11515,Hyderabad,5/8/2023,Yes,0,0,0,0,0
U11516,Mumbai,1/1/2023,Yes,1,1,1,1,0
U11517,Bangalore,11/12/2023,Yes,1,1,1,0,1
U11518,Delhi,11/3/2023,,0,0,0,0,0
U11519,Jaipur,2/19/2023,Yes,0,0,0,0,0
U11520,Bangalore,5/21/2023,Yes,0,0,0,0,0
U11521,Chennai,7/21/2023,Yes,0,0,0,0,0
U11522,Hyderabad,12/4/2023,Yes,0,0,0,0,0
U11523,Jaipur,3/4/2023,Yes,1,1,1,0,1
U11524,Hyderabad,9/16/2023,Yes,1,0,0,0,0
U11525,Pune,6/15/2023,Yes,1,1,1,0,0
U11526,Pune,5/1/2023,Yes,0,0,0,0,0
U11527,Hyderabad,11/29/2023,Yes,0,0,0,0,0
U11528,Kolkata,4/3/2023,,0,0,0,0,0
U11529,Chennai,11/22/2023,Yes,1,1,1,1,0
U11530,Jaipur,7/2/2023,Yes,1,0,0,0,0
U11531,Jaipur,12/25/2023,Yes,1,1,1,0,1
U11532,Bangalore,12/21/2023,Yes,1,1,1,0,1
U11533,Chennai,3/31/2023,Yes,0,0,0,0,0
U11534,Bangalore,5/3/2023,Yes,1,1,1,1,0
U11535,Kolkata,3/30/2023,Yes,1,1,1,0,1
U11536,Kolkata,9/3/2023,Yes,0,0,0,0,0
U11537,Pune,5/8/2023,,0,0,0,0,0
U11538,Delhi,6/27/2023,,0,0,0,0,0
U11539,Hyderabad,6/12/2023,Yes,0,0,0,0,0
U11540,Hyderabad,3/20/2023,Yes,1,1,1,0,0
U11541,Bangalore,9/18/2023,Yes,1,1,1,0,1
U11542,Delhi,4/11/2023,Yes,1,1,1,0,1
U11543,Mumbai,12/2/2023,Yes,1,1,1,0,1
U11544,Kolkata,11/9/2023,,0,0,0,0,0
U11545,Kolkata,5/6/2023,Yes,1,1,1,0,1
U11546,Kolkata,3/17/2023,Yes,1,0,0,0,0
U11547,Chennai,11/4/2023,Yes,1,0,0,0,0
U11548,Jaipur,2/5/2023,Yes,0,0,0,0,0
U11549,Hyderabad,10/17/2023,Yes,1,1,0,0,1
U11550,Mumbai,9/10/2023,Yes,1,1,1,0,1
U11551,Kolkata,5/18/2023,Yes,0,0,0,0,0
U11552,Mumbai,5/8/2023,Yes,1,1,0,0,1
U11553,Pune,7/10/2023,Yes,1,1,1,0,1
U11554,Hyderabad,6/7/2023,Yes,1,1,1,0,1
U11555,Mumbai,6/30/2023,Yes,1,1,0,0,1
U11556,Hyderabad,10/14/2023,Yes,0,0,0,0,0
U11557,Kolkata,9/5/2023,Yes,1,1,1,1,0
U11558,Chennai,8/22/2023,Yes,1,1,1,0,1
U11559,Pune,3/8/2023,,0,0,0,0,0
U11560,Chennai,8/14/2023,Yes,1,1,0,0,1
U11561,Jaipur,12/5/2023,Yes,1,1,1,0,1
U11562,Hyderabad,6/21/2023,Yes,1,1,1,0,1
U11563,Mumbai,11/2/2023,Yes,0,0,0,0,0
U11564,Jaipur,9/26/2023,Yes,1,1,1,1,0
U11565,Jaipur,4/7/2023,Yes,1,1,1,1,0
U11566,Bangalore,1/6/2023,Yes,1,1,1,0,1
U11567,Hyderabad,9/10/2023,Yes,1,1,1,1,0
U11568,Hyderabad,8/24/2023,Yes,1,1,1,1,0
U11569,Hyderabad,9/24/2023,,0,0,0,0,0
U11570,Mumbai,6/6/2023,Yes,1,1,1,0,1
U11571,Pune,10/27/2023,,0,0,0,0,0
U11572,Delhi,2/13/2023,Yes,1,1,1,1,0
U11573,Hyderabad,5/10/2023,Yes,0,0,0,0,0
U11574,Hyderabad,1/25/2023,,0,0,0,0,0
U11575,Jaipur,6/25/2023,Yes,1,1,1,0,1
U11576,Bangalore,11/4/2023,Yes,1,0,0,0,0
U11577,Hyderabad,7/29/2023,,0,0,0,0,0
U11578,Jaipur,12/3/2023,Yes,1,1,1,0,1
U11579,Pune,10/7/2023,,0,0,0,0,0
U11580,Mumbai,9/16/2023,Yes,1,1,1,0,1
U11581,Bangalore,4/9/2023,Yes,1,0,0,0,0
U11582,Kolkata,1/5/2023,Yes,0,0,0,0,0
U11583,Chennai,6/2/2023,Yes,1,1,1,0,1
U11584,Mumbai,10/15/2023,Yes,1,0,0,0,0
U11585,Hyderabad,11/29/2023,Yes,1,1,1,0,1
U11586,Jaipur,1/19/2023,Yes,0,0,0,0,0
U11587,Bangalore,12/13/2023,Yes,1,1,1,1,0
U11588,Pune,7/6/2023,Yes,0,0,0,0,0
U11589,Hyderabad,3/26/2023,,0,0,0,0,0
U11590,Kolkata,8/5/2023,Yes,0,0,0,0,0
U11591,Pune,4/20/2023,,0,0,0,0,0
U11592,Delhi,1/18/2023,,0,0,0,0,0
U11593,Delhi,9/7/2023,Yes,1,1,1,1,0
U11594,Chennai,6/23/2023,Yes,1,1,1,0,0
U11595,Chennai,3/30/2023,,0,0,0,0,0
U11596,Bangalore,4/11/2023,,0,0,0,0,0
U11597,Kolkata,4/15/2023,Yes,0,0,0,0,0
U11598,Mumbai,11/17/2023,Yes,1,0,0,0,0
U11599,Kolkata,1/22/2023,,0,0,0,0,0
U11600,Delhi,9/26/2023,Yes,1,1,1,0,1
U11601,Bangalore,4/7/2023,Yes,1,1,1,0,1
U11602,Hyderabad,9/19/2023,Yes,1,0,0,0,0
U11603,Bangalore,2/1/2023,Yes,1,1,1,0,1
U11604,Kolkata,3/31/2023,Yes,1,1,1,0,1
U11605,Kolkata,5/4/2023,Yes,1,1,1,0,1
U11606,Hyderabad,10/13/2023,Yes,1,0,0,0,0
U11607,Pune,10/11/2023,,0,0,0,0,0
U11608,Hyderabad,12/3/2023,Yes,1,1,1,0,1
U11609,Pune,2/16/2023,,0,0,0,0,0
U11610,Jaipur,4/25/2023,Yes,1,1,1,1,0
U11611,Kolkata,6/23/2023,Yes,1,1,0,0,1
U11612,Jaipur,7/16/2023,,0,0,0,0,0
U11613,Mumbai,10/3/2023,Yes,1,0,0,0,0
U11614,Bangalore,7/17/2023,Yes,0,0,0,0,0
U11615,Mumbai,6/12/2023,Yes,1,1,1,0,1
U11616,Hyderabad,8/6/2023,Yes,1,1,1,0,1
U11617,Mumbai,12/29/2023,Yes,0,0,0,0,0
U11618,Jaipur,12/1/2023,Yes,1,1,1,0,1
U11619,Mumbai,1/4/2023,Yes,0,0,0,0,0
U11620,Jaipur,12/11/2023,,0,0,0,0,0
U11621,Mumbai,1/17/2023,,0,0,0,0,0
U11622,Mumbai,5/11/2023,,0,0,0,0,0
U11623,Kolkata,3/31/2023,Yes,1,1,1,0,1
U11624,Jaipur,5/4/2023,Yes,1,1,0,0,1
U11625,Jaipur,1/5/2023,Yes,1,1,1,1,0
U11626,Jaipur,11/21/2023,Yes,1,0,0,0,0
U11627,Pune,12/29/2023,,0,0,0,0,0
U11628,Chennai,8/20/2023,Yes,1,1,1,0,1
U11629,Delhi,9/27/2023,,0,0,0,0,0
U11630,Kolkata,4/5/2023,Yes,1,0,0,0,0
U11631,Chennai,7/8/2023,Yes,0,0,0,0,0
U11632,Chennai,9/19/2023,Yes,1,1,1,1,0
U11633,Mumbai,3/12/2023,,0,0,0,0,0
U11634,Delhi,2/28/2023,Yes,1,1,1,1,0
U11635,Chennai,10/16/2023,Yes,0,0,0,0,0
U11636,Jaipur,12/26/2023,Yes,1,0,0,0,0
U11637,Pune,9/13/2023,,0,0,0,0,0
U11638,Delhi,2/1/2023,Yes,1,1,1,1,0
U11639,Hyderabad,3/25/2023,,0,0,0,0,0
U11640,Hyderabad,3/22/2023,Yes,1,1,1,0,1
U11641,Bangalore,1/29/2023,Yes,1,1,1,0,1
U11642,Jaipur,7/28/2023,Yes,1,1,1,0,1
U11643,Kolkata,6/6/2023,Yes,1,1,1,0,1
U11644,Kolkata,8/21/2023,Yes,1,1,1,1,0
U11645,Hyderabad,12/7/2023,Yes,1,1,0,0,1
U11646,Kolkata,5/15/2023,,0,0,0,0,0
U11647,Hyderabad,10/16/2023,,0,0,0,0,0
U11648,Pune,1/5/2023,Yes,1,1,1,0,1
U11649,Pune,12/29/2023,Yes,1,1,1,0,1
U11650,Hyderabad,1/6/2023,,0,0,0,0,0
U11651,Hyderabad,10/16/2023,Yes,0,0,0,0,0
U11652,Hyderabad,3/1/2023,Yes,1,0,0,0,0
U11653,Bangalore,3/24/2023,Yes,1,0,0,0,0
U11654,Jaipur,12/23/2023,,0,0,0,0,0
U11655,Mumbai,8/2/2023,Yes,1,1,1,0,1
U11656,Mumbai,12/14/2023,Yes,0,0,0,0,0
U11657,Delhi,4/21/2023,,0,0,0,0,0
U11658,Hyderabad,10/4/2023,Yes,1,0,0,0,0
U11659,Delhi,12/30/2023,Yes,0,0,0,0,0
U11660,Kolkata,11/13/2023,Yes,0,0,0,0,0
U11661,Chennai,9/28/2023,Yes,0,0,0,0,0
U11662,Chennai,2/27/2023,Yes,1,0,0,0,0
U11663,Chennai,3/4/2023,Yes,0,0,0,0,0
U11664,Pune,12/7/2023,,0,0,0,0,0
U11665,Chennai,4/2/2023,,0,0,0,0,0
U11666,Hyderabad,3/16/2023,,0,0,0,0,0
U11667,Kolkata,12/27/2023,,0,0,0,0,0
U11668,Jaipur,9/4/2023,Yes,1,1,1,0,1
U11669,Bangalore,9/28/2023,Yes,0,0,0,0,0
U11670,Chennai,7/17/2023,Yes,1,1,1,0,1
U11671,Chennai,9/30/2023,Yes,1,1,1,1,0
U11672,Mumbai,1/16/2023,,0,0,0,0,0
U11673,Kolkata,1/23/2023,Yes,0,0,0,0,0
U11674,Pune,7/17/2023,Yes,0,0,0,0,0
U11675,Mumbai,6/21/2023,Yes,1,1,1,0,0
